term	description	gene_count	genes_targeted	guide_count	FDR	contrast
GO:0042450	Arginine biosynthetic process via ornithine	3	3	11	0.00490788018811599	mouse vs. INOCULUM
GO:0006591	Ornithine metabolic process	7	3	11	0.00490788018811599	mouse vs. INOCULUM
KW-0547	Nucleotide-binding	459	123	273	0.00496293230089947	mouse vs. INOCULUM
GO:0016742	Hydroxymethyl-, formyl- and related transferase activity	15	5	10	0.00502515382244137	mouse vs. LB
GO:0009252	Peptidoglycan biosynthetic process	40	18	29	0.00502515382244137	mouse vs. LB
GO:0006024	Glycosaminoglycan biosynthetic process	42	18	29	0.00502515382244137	mouse vs. LB
GO:0009273	Peptidoglycan-based cell wall biogenesis	44	18	29	0.00502515382244137	mouse vs. LB
GO:0000270	Peptidoglycan metabolic process	65	18	29	0.00502515382244137	mouse vs. LB
GO:0030203	Glycosaminoglycan metabolic process	66	18	29	0.00502515382244137	mouse vs. LB
GO:0006022	Aminoglycan metabolic process	67	18	29	0.00502515382244137	mouse vs. LB
GO:0016874	Ligase activity	154	59	110	0.00502515382244137	mouse vs. LB
GO:0042780	tRNA 3-end processing	3	2	7	0.00513655709601817	mouse vs. LB
GO:0031123	RNA 3-end processing	4	2	7	0.00513655709601817	mouse vs. LB
GO:0046402	O antigen metabolic process	26	2	8	0.0053578945576938	mouse vs. LB
GO:0140657	ATP-dependent activity	204	31	71	0.00553400426703654	mouse vs. LB
GO:0036094	Small molecule binding	935	192	464	0.00560544991609236	mouse vs. INOCULUM
KW-0521	NADP	47	21	68	0.00571114023245939	mouse vs. LB
GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	13	8	19	0.00571336154228748	mouse vs. INOCULUM
GO:0071709	Membrane assembly	14	8	19	0.00571336154228748	mouse vs. INOCULUM
GO:0043163	Cell envelope organization	15	8	19	0.00571336154228748	mouse vs. INOCULUM
CL:143	Ribosome, and Translation regulator activity	73	50	63	0.00571463783040954	mouse vs. LB
CL:139	Ribosome, and Translation regulator activity	79	50	63	0.00571463783040954	mouse vs. LB
GO:1901293	Nucleoside phosphate biosynthetic process	111	52	108	0.00571463783040954	mouse vs. LB
GO:0006950	Response to stress	232	16	54	0.00571463783040954	mouse vs. LB
GO:0043168	Anion binding	796	161	363	0.00574074209948578	mouse vs. INOCULUM
GO:0006520	Cellular amino acid metabolic process	329	94	267	0.00587188365962988	LB vs. INOCULUM
CL:670	DNA polymerase III complex, and Primosome	11	9	17	0.0059121574326894	mouse vs. INOCULUM
GO:0009147	Pyrimidine nucleoside triphosphate metabolic process	13	7	15	0.00591590883146322	mouse vs. INOCULUM
GO:0017076	Purine nucleotide binding	549	129	278	0.00591590883146322	mouse vs. INOCULUM
GO:0005996	Monosaccharide metabolic process	27	11	22	0.00595444494471603	mouse vs. LB
KW-0464	Manganese	31	8	23	0.00595449062854978	mouse vs. LB
GO:0003697	Single-stranded DNA binding	7	1	4	0.00599098337653629	mouse vs. INOCULUM
CL:960	Gram-negative-bacterium-type cell outer membrane assembly, and Lipopolysaccharide transport	12	11	24	0.00606317676035283	mouse vs. INOCULUM
CL:146	Ribosome	66	48	59	0.00606836382408067	mouse vs. LB
GO:0042398	Cellular modified amino acid biosynthetic process	33	6	21	0.00606836382408067	mouse vs. LB
GO:0051716	Cellular response to stimulus	501	27	78	0.00606836382408067	mouse vs. LB
GO:0050896	Response to stimulus	704	35	99	0.00614358135626474	mouse vs. INOCULUM
CL:758	Mixed, incl. Nucleobase-containing compound kinase activity, and UMP metabolic process	18	11	18	0.0062250484319466	LB vs. INOCULUM
GO:0008270	Zinc ion binding	94	27	58	0.00627073524301727	mouse vs. LB
GO:0016742	Hydroxymethyl-, formyl- and related transferase activity	15	5	10	0.00628010085663924	LB vs. INOCULUM
GO:0009312	Oligosaccharide biosynthetic process	45	20	40	0.00629584766221534	mouse vs. LB
GO:0009311	Oligosaccharide metabolic process	48	20	40	0.00629584766221534	mouse vs. LB
KW-1003	Cell membrane	366	53	95	0.00629584766221534	mouse vs. LB
CL:6251	Fatty acid synthase activity, and Fatty acid elongation	15	6	15	0.00642905052431283	mouse vs. LB
CL:6246	Fatty acid biosynthesis, and Steroid metabolic process	24	6	15	0.00642905052431283	mouse vs. LB
CL:6245	Fatty acid biosynthesis, and Steroid metabolic process	37	6	15	0.00642905052431283	mouse vs. LB
CL:1108	Reproduction, and Cell shape	19	13	18	0.00659705360538605	mouse vs. LB
CL:1107	Serine-type exopeptidase activity, and Cell division site	27	13	18	0.00659705360538605	mouse vs. LB
CL:150	Ribosome	61	45	51	0.00660252400431265	mouse vs. LB
GO:0019752	Carboxylic acid metabolic process	635	146	416	0.00663431312527051	mouse vs. LB
GO:0043436	Oxoacid metabolic process	656	146	416	0.00663431312527051	mouse vs. LB
GO:0006082	Organic acid metabolic process	668	146	416	0.00663431312527051	mouse vs. LB
CL:758	Mixed, incl. Nucleobase-containing compound kinase activity, and UMP metabolic process	18	11	18	0.00664847121513449	mouse vs. INOCULUM
GO:0043232	Intracellular non-membrane-bounded organelle	115	51	62	0.00668520208087767	mouse vs. LB
GO:0043228	Non-membrane-bounded organelle	144	51	62	0.00668520208087767	mouse vs. LB
GO:0016616	Oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	77	17	58	0.00683175984262564	mouse vs. INOCULUM
GO:0006950	Response to stress	232	16	54	0.00684504635504246	mouse vs. INOCULUM
GO:1901701	Cellular response to oxygen-containing compound	26	3	10	0.00690027450743586	LB vs. INOCULUM
GO:1901700	Response to oxygen-containing compound	51	3	10	0.00690027450743586	LB vs. INOCULUM
CL:1698	Mixed, incl. Carbon metabolism, and Valine, leucine and isoleucine biosynthesis	145	42	116	0.00690027450743586	LB vs. INOCULUM
KW-0132	Cell division	48	25	27	0.00691057331786862	mouse vs. LB
GO:0006281	DNA repair	79	11	36	0.00691057331786862	mouse vs. LB
KW-0285	Flavoprotein	101	19	63	0.00691057331786862	mouse vs. LB
GO:0006974	Cellular response to DNA damage stimulus	112	11	36	0.00691057331786862	mouse vs. LB
GO:0015935	Small ribosomal subunit	8	7	8	0.00710139044072773	mouse vs. INOCULUM
GO:0006066	Alcohol metabolic process	55	10	29	0.00716146846273885	mouse vs. LB
CL:5298	Regulation of cilium-dependent cell motility, and Regulation of cell projection assembly	6	1	4	0.00724415168604074	mouse vs. LB
CL:5293	Mixed, incl. Regulation of cellular component biogenesis, and Regulation of cilium-dependent cell motility	11	1	4	0.00724415168604074	mouse vs. LB
GO:0004312	Fatty acid synthase activity	19	8	19	0.00724415168604074	mouse vs. LB
GO:1900191	Negative regulation of single-species biofilm formation	18	1	4	0.00724415168604074	mouse vs. LB
CL:5291	Mixed, incl. Positive regulation of cell motility, and Regulation of organic acid transport	19	1	4	0.00724415168604074	mouse vs. LB
GO:1900190	Regulation of single-species biofilm formation	40	1	4	0.00724415168604074	mouse vs. LB
CL:158	Structural constituent of ribosome	35	27	31	0.00729107636857781	mouse vs. LB
CL:1872	Pentose phosphate pathway, and Glycolysis	23	14	26	0.00733225992410291	mouse vs. LB
GOCC:0005886	Plasma membrane	890	60	130	0.00733225992410291	mouse vs. LB
GO:0016744	Transketolase or transaldolase activity	10	4	9	0.00734685986787132	LB vs. INOCULUM
GO:0016896	Exoribonuclease activity, producing 5-phosphomonoesters	8	2	7	0.00739442335957041	mouse vs. LB
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	9	2	7	0.00739442335957041	mouse vs. LB
CL:668	DNA-templated DNA replication, and Regulation of DNA-templated DNA replication	16	11	19	0.00746228387327839	mouse vs. INOCULUM
GO:0016810	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	122	15	38	0.00752232398518394	mouse vs. INOCULUM
GO:0016021	Integral component of membrane	1518	71	163	0.00765981207175496	mouse vs. LB
GO:0022411	Cellular component disassembly	7	3	6	0.00766931685619627	LB vs. INOCULUM
GO:0016780	Phosphotransferase activity, for other substituted phosphate groups	14	5	11	0.0079037800645131	mouse vs. INOCULUM
GO:0008171	O-methyltransferase activity	13	3	10	0.00795238774433364	mouse vs. INOCULUM
GO:0033554	Cellular response to stress	177	14	47	0.00796325427234622	mouse vs. INOCULUM
KW-0573	Peptidoglycan synthesis	25	17	25	0.00797085103761001	mouse vs. LB
KW-0961	Cell wall biogenesis/degradation	31	17	25	0.00797085103761001	mouse vs. LB
GO:0015031	Protein transport	217	18	33	0.00802190450657291	mouse vs. INOCULUM
GO:0003887	DNA-directed DNA polymerase activity	15	7	15	0.00808296076835434	mouse vs. LB
GO:0034061	DNA polymerase activity	16	7	15	0.00808296076835434	mouse vs. LB
GO:0071897	DNA biosynthetic process	19	7	15	0.00808296076835434	mouse vs. LB
KW-0489	Methyltransferase	115	11	27	0.00808296076835434	mouse vs. LB
GO:0009084	Glutamine family amino acid biosynthetic process	27	12	40	0.00821345657623394	mouse vs. INOCULUM
GO:0044283	Small molecule biosynthetic process	395	124	385	0.00831396930367456	mouse vs. LB
CL:2708	O antigen metabolic process	6	1	4	0.00837223953235983	mouse vs. INOCULUM
KW-0132	Cell division	48	25	27	0.00837223953235983	mouse vs. INOCULUM
KW-0687	Ribonucleoprotein	65	41	43	0.00837223953235983	mouse vs. INOCULUM
GO:0016757	Glycosyltransferase activity	88	17	42	0.00840628676279329	mouse vs. LB
CL:974	Bam protein complex, and Protein stabilization	5	4	8	0.00844725897069346	mouse vs. LB
KW-1003	Cell membrane	366	53	95	0.00844775126705761	mouse vs. INOCULUM
GO:0007049	Cell cycle	49	24	30	0.0085639246367985	mouse vs. LB
GO:0033554	Cellular response to stress	177	14	47	0.0085639246367985	mouse vs. LB
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	2	1	4	0.00857980700187345	LB vs. INOCULUM
GO:0019419	Sulfate reduction	2	1	4	0.00857980700187345	LB vs. INOCULUM
GO:0016671	Oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	4	1	4	0.00857980700187345	LB vs. INOCULUM
CL:759	Nucleobase-containing compound kinase activity, and Ribonucleoside-diphosphate reductase complex	11	7	11	0.00857980700187345	LB vs. INOCULUM
GO:0015940	Pantothenate biosynthetic process	6	1	4	0.00857980700187345	LB vs. INOCULUM
GO:0000103	Sulfate assimilation	8	1	4	0.00857980700187345	LB vs. INOCULUM
CL:7495	Sulfate transport, and Sulfate assimilation	10	1	4	0.00857980700187345	LB vs. INOCULUM
CL:7491	Mixed, incl. Sulfate assimilation, and Sulfate transport	22	1	4	0.00857980700187345	LB vs. INOCULUM
CL:7381	Sulfur metabolism, and acyl-CoA dehydrogenase activity	77	1	4	0.00857980700187345	LB vs. INOCULUM
GO:0006753	Nucleoside phosphate metabolic process	168	61	125	0.00857980700187345	LB vs. INOCULUM
GO:0044283	Small molecule biosynthetic process	395	124	385	0.00857980700187345	LB vs. INOCULUM
GOCC:0043232	Intracellular non-membrane-bounded organelle	157	49	59	0.00866901696234623	mouse vs. LB
GOCC:0043228	Non-membrane-bounded organelle	189	49	59	0.00866901696234623	mouse vs. LB
GO:0140657	ATP-dependent activity	204	31	71	0.00868341036990032	mouse vs. INOCULUM
GO:0008654	Phospholipid biosynthetic process	58	22	53	0.00869201805982393	mouse vs. LB
GO:0006644	Phospholipid metabolic process	62	22	53	0.00869201805982393	mouse vs. LB
GO:0034248	Regulation of cellular amide metabolic process	34	8	20	0.00869500918950849	LB vs. INOCULUM
KW-0658	Purine biosynthesis	18	13	28	0.00881950170423745	LB vs. INOCULUM
GO:0016896	Exoribonuclease activity, producing 5-phosphomonoesters	8	2	7	0.00890014870445945	mouse vs. INOCULUM
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	9	2	7	0.00890014870445945	mouse vs. INOCULUM
GO:0031975	Envelope	215	14	38	0.00890014870445945	mouse vs. INOCULUM
CL:1811	Valine, leucine and isoleucine biosynthesis, and Acetolactate synthase complex	20	8	30	0.00890336432548807	LB vs. INOCULUM
CL:1810	Valine, leucine and isoleucine biosynthesis, and Acetolactate synthase complex	25	8	30	0.00890336432548807	LB vs. INOCULUM
CL:924	Isoprene biosynthesis	5	5	14	0.00895297478131805	mouse vs. LB
GO:0000049	tRNA binding	31	17	28	0.00895297478131805	mouse vs. LB
GO:0061024	Membrane organization	25	9	22	0.00909235972886033	mouse vs. INOCULUM
GO:0005840	Ribosome	60	41	43	0.00909235972886033	mouse vs. INOCULUM
GO:0043229	Intracellular organelle	176	59	89	0.00910683592547957	mouse vs. INOCULUM
GO:0043226	Organelle	205	59	89	0.00910683592547957	mouse vs. INOCULUM
GO:0019637	Organophosphate metabolic process	294	102	228	0.00910683592547957	mouse vs. INOCULUM
GO:0009124	Nucleoside monophosphate biosynthetic process	44	25	57	0.00919543063475921	mouse vs. LB
CL:158	Structural constituent of ribosome	35	27	31	0.00929015031609606	mouse vs. INOCULUM
CL:924	Isoprene biosynthesis	5	5	14	0.00950931051308967	mouse vs. INOCULUM
CL:3996	Mixed, incl. Lipopolysaccharide core region metabolic process, and DNA catabolic process	18	6	16	0.0097601836604234	mouse vs. LB
CL:133	Ribosome, and Translation regulator activity	112	68	95	0.00979246113496592	LB vs. INOCULUM
CL:754	Nucleoside monophosphate metabolic process, and Pyrimidine metabolism	63	31	65	0.00989525702062186	mouse vs. LB
GO:0016765	Transferase activity, transferring alkyl or aryl (other than methyl) groups	56	15	42	0.0102870370112875	mouse vs. INOCULUM
GO:0043648	Dicarboxylic acid metabolic process	72	26	85	0.0104282032969696	mouse vs. LB
GO:0050789	Regulation of biological process	910	65	154	0.0104282032969696	mouse vs. LB
GO:1901293	Nucleoside phosphate biosynthetic process	111	52	108	0.010451519529156	LB vs. INOCULUM
GOCC:1990230	Iron-sulfur cluster transfer complex	2	2	4	0.0105317649989024	mouse vs. INOCULUM
GO:0009123	Nucleoside monophosphate metabolic process	52	29	64	0.0105579203982623	mouse vs. LB
KW-0239	DNA-directed DNA polymerase	8	5	9	0.0106855129540574	mouse vs. LB
KW-0100	Branched-chain amino acid biosynthesis	13	8	30	0.0106855129540574	mouse vs. LB
GO:0016772	Transferase activity, transferring phosphorus-containing groups	269	54	130	0.0106855129540574	mouse vs. LB
GO:0005971	Ribonucleoside-diphosphate reductase complex	4	2	3	0.0107013323066935	mouse vs. INOCULUM
GO:0061731	Ribonucleoside-diphosphate reductase activity	7	2	3	0.0107013323066935	mouse vs. INOCULUM
GO:0016728	Oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	8	2	3	0.0107013323066935	mouse vs. INOCULUM
GO:0008948	Oxaloacetate decarboxylase activity	4	1	4	0.0108290110747715	mouse vs. INOCULUM
GO:0006814	Sodium ion transport	30	1	4	0.0108290110747715	mouse vs. INOCULUM
GO:0007049	Cell cycle	49	24	30	0.0108592576734087	mouse vs. INOCULUM
GO:0016491	Oxidoreductase activity	727	70	213	0.0109258347345609	mouse vs. INOCULUM
GO:0050789	Regulation of biological process	910	65	154	0.0109258347345609	mouse vs. INOCULUM
GO:0003887	DNA-directed DNA polymerase activity	15	7	15	0.0112220142349997	mouse vs. INOCULUM
GO:0034061	DNA polymerase activity	16	7	15	0.0112220142349997	mouse vs. INOCULUM
GO:0071897	DNA biosynthetic process	19	7	15	0.0112220142349997	mouse vs. INOCULUM
CL:154	Ribosome	55	41	44	0.0113583204157683	mouse vs. INOCULUM
KW-0862	Zinc	104	33	71	0.0113583204157683	mouse vs. INOCULUM
GO:0003725	Double-stranded RNA binding	3	1	3	0.0113714600076282	LB vs. INOCULUM
GO:0032559	Adenyl ribonucleotide binding	495	116	247	0.0115346348513884	mouse vs. INOCULUM
GO:0008652	Cellular amino acid biosynthetic process	153	67	227	0.0115507110618679	LB vs. INOCULUM
GO:0005524	ATP binding	485	115	245	0.0116993777168947	mouse vs. INOCULUM
CL:844	De novo IMP biosynthetic process, and Dihydroorotase activity	18	13	32	0.0117454330614608	LB vs. INOCULUM
GO:0009082	Branched-chain amino acid biosynthetic process	20	10	38	0.0117454330614608	LB vs. INOCULUM
GO:0009081	Branched-chain amino acid metabolic process	38	10	38	0.0117454330614608	LB vs. INOCULUM
CL:1316	Iron-sulfur cluster assembly	10	5	11	0.0117956860429498	mouse vs. LB
GO:0009117	Nucleotide metabolic process	161	60	122	0.0118346556353079	LB vs. INOCULUM
GO:0042364	Water-soluble vitamin biosynthetic process	83	27	89	0.0118410149355564	mouse vs. LB
GO:0019752	Carboxylic acid metabolic process	635	146	416	0.0118644133133378	LB vs. INOCULUM
GO:0043436	Oxoacid metabolic process	656	146	416	0.0118644133133378	LB vs. INOCULUM
GO:0006082	Organic acid metabolic process	668	146	416	0.0118644133133378	LB vs. INOCULUM
GOCC:0009360	DNA polymerase III complex	8	6	12	0.0119671655345586	mouse vs. LB
GOCC:0042575	DNA polymerase complex	10	6	12	0.0119671655345586	mouse vs. LB
GO:0016875	Ligase activity, forming carbon-oxygen bonds	26	21	26	0.0119671655345586	mouse vs. LB
GO:0090150	Establishment of protein localization to membrane	13	7	10	0.0119671655345586	mouse vs. LB
GO:0140101	Catalytic activity, acting on a tRNA	75	29	47	0.0119671655345586	mouse vs. LB
CL:607	DNA repair, and RNA-DNA hybrid ribonuclease activity	31	7	22	0.0120241174240544	mouse vs. INOCULUM
GO:0009423	Chorismate biosynthetic process	10	6	19	0.0122134888789726	mouse vs. LB
KW-0411	Iron-sulfur	77	15	44	0.0122134888789726	mouse vs. LB
CL:1874	Hexose metabolic process, and Glycerate kinase activity	11	8	19	0.012213628245346	mouse vs. LB
CL:1318	Iron-sulfur cluster assembly	5	4	7	0.0122917951578324	mouse vs. LB
GO:1901264	Carbohydrate derivative transport	27	10	23	0.0122917951578324	mouse vs. LB
KW-0342	GTP-binding	32	12	27	0.0123603748775622	mouse vs. LB
GO:0005525	GTP binding	43	12	27	0.0123603748775622	mouse vs. LB
GO:0032561	Guanyl ribonucleotide binding	56	12	27	0.0123603748775622	mouse vs. LB
GO:0051604	Protein maturation	23	4	12	0.0125051861516462	mouse vs. LB
GO:0003735	Structural constituent of ribosome	57	40	42	0.01257299183837	mouse vs. INOCULUM
KW-0689	Ribosomal protein	64	40	42	0.01257299183837	mouse vs. INOCULUM
GO:0005198	Structural molecule activity	72	40	42	0.01257299183837	mouse vs. INOCULUM
CL:416	Protein export	16	8	14	0.0128012770495068	mouse vs. INOCULUM
GO:0022884	Macromolecule transmembrane transporter activity	27	9	20	0.0128012770495068	mouse vs. INOCULUM
GO:0090407	Organophosphate biosynthetic process	207	85	190	0.0128081482499929	mouse vs. INOCULUM
GO:0032787	Monocarboxylic acid metabolic process	268	44	124	0.0129218966456837	mouse vs. LB
GO:0065007	Biological regulation	997	73	171	0.0129897757604798	mouse vs. LB
GO:0016791	Phosphatase activity	58	7	14	0.0130596688317499	mouse vs. INOCULUM
GO:0042578	Phosphoric ester hydrolase activity	97	7	14	0.0130596688317499	mouse vs. INOCULUM
GO:0006575	Cellular modified amino acid metabolic process	97	10	29	0.0130665883212775	mouse vs. LB
CL:2386	Arginine biosynthesis, and N-succinyltransferase activity	12	6	23	0.0130780078980362	mouse vs. INOCULUM
CL:2643	Ubiquinone biosynthesis, and Ubiquinone biosynthesis complex	14	11	28	0.0131363175585772	mouse vs. INOCULUM
CL:2641	Ubiquinone metabolic process, and Prenyltransferase activity	21	11	28	0.0131363175585772	mouse vs. INOCULUM
KW-0489	Methyltransferase	115	11	27	0.0131363175585772	mouse vs. INOCULUM
GO:0043138	3-5 DNA helicase activity	6	3	11	0.0131925148082467	mouse vs. INOCULUM
GO:0046474	Glycerophospholipid biosynthetic process	21	4	13	0.0132420510091599	mouse vs. INOCULUM
GO:0006650	Glycerophospholipid metabolic process	22	4	13	0.0132420510091599	mouse vs. INOCULUM
GO:0046486	Glycerolipid metabolic process	23	4	13	0.0132420510091599	mouse vs. INOCULUM
GO:1901566	Organonitrogen compound biosynthetic process	645	243	575	0.0132420510091599	mouse vs. INOCULUM
CL:198	Ribosomal subunit, and Structural constituent of ribosome	15	12	17	0.0133931490450196	mouse vs. INOCULUM
GO:0016667	Oxidoreductase activity, acting on a sulfur group of donors	38	3	11	0.0135101481554912	LB vs. INOCULUM
CL:1698	Mixed, incl. Carbon metabolism, and Valine, leucine and isoleucine biosynthesis	145	42	116	0.0135247811714925	mouse vs. LB
GO:0009263	Deoxyribonucleotide biosynthetic process	13	6	14	0.0136131087639382	mouse vs. LB
GO:0009262	Deoxyribonucleotide metabolic process	17	6	14	0.0136131087639382	mouse vs. LB
GO:0016901	Oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	6	2	8	0.0136721390562476	mouse vs. LB
KW-0239	DNA-directed DNA polymerase	8	5	9	0.0138071641081845	mouse vs. INOCULUM
CL:2707	O-Antigen nucleotide sugar biosynthesis, and phospho-N-acetylmuramoyl-pentapeptide-transferase activity	12	3	8	0.0138320682072477	mouse vs. LB
GO:0003697	Single-stranded DNA binding	7	1	4	0.0139301521626008	mouse vs. LB
GO:0050661	NADP binding	43	13	43	0.0139622099868409	mouse vs. LB
GO:0017110	Nucleoside-diphosphatase activity	2	1	4	0.0139661562440357	mouse vs. LB
GO:0022884	Macromolecule transmembrane transporter activity	27	9	20	0.0139661562440357	mouse vs. LB
CL:3666	Mixed, incl. Cell septum, and TPR repeat	6	1	4	0.0141110765508117	mouse vs. LB
CL:1867	Mixed, incl. Pentose phosphate pathway, and Phosphotransferase system (PTS)	57	18	39	0.0141110765508117	mouse vs. LB
GO:0008610	Lipid biosynthetic process	195	55	130	0.0141239715511604	LB vs. INOCULUM
GO:0043138	3-5 DNA helicase activity	6	3	11	0.0141300146649145	mouse vs. LB
GO:0009167	Purine ribonucleoside monophosphate metabolic process	28	14	28	0.0145130736168164	LB vs. INOCULUM
GO:0043021	Ribonucleoprotein complex binding	22	4	7	0.0145130736168164	LB vs. INOCULUM
GO:0006541	Glutamine metabolic process	31	8	17	0.0145715058680283	LB vs. INOCULUM
GO:0006767	Water-soluble vitamin metabolic process	89	30	94	0.0146546969028154	mouse vs. LB
CL:2708	O antigen metabolic process	6	1	4	0.0146654706124046	LB vs. INOCULUM
CL:2707	O-Antigen nucleotide sugar biosynthesis, and phospho-N-acetylmuramoyl-pentapeptide-transferase activity	12	3	8	0.0146654706124046	LB vs. INOCULUM
CL:137	Ribosome, and Translation regulator activity	96	61	88	0.0146654706124046	LB vs. INOCULUM
GO:0009165	Nucleotide biosynthetic process	110	51	105	0.0146654706124046	LB vs. INOCULUM
GO:0006163	Purine nucleotide metabolic process	103	39	71	0.0146654706124046	LB vs. INOCULUM
GO:0072521	Purine-containing compound metabolic process	119	39	71	0.0146654706124046	LB vs. INOCULUM
KW-0658	Purine biosynthesis	18	13	28	0.0146682613092876	mouse vs. LB
KW-0645	Protease	83	7	14	0.0148393138022184	mouse vs. LB
GO:0006508	Proteolysis	139	7	14	0.0148393138022184	mouse vs. LB
GO:0016861	Intramolecular oxidoreductase activity, interconverting aldoses and ketoses	11	6	14	0.0149650222118682	LB vs. INOCULUM
GO:0009168	Purine ribonucleoside monophosphate biosynthetic process	27	13	27	0.0149650222118682	LB vs. INOCULUM
GO:0006417	Regulation of translation	30	7	18	0.0149650222118682	LB vs. INOCULUM
GO:2000112	Regulation of cellular macromolecule biosynthetic process	31	7	18	0.0149650222118682	LB vs. INOCULUM
GO:0010608	Post-transcriptional regulation of gene expression	33	7	18	0.0149650222118682	LB vs. INOCULUM
GO:0015031	Protein transport	217	18	33	0.0150490069249871	mouse vs. LB
GO:0051540	Metal cluster binding	121	20	61	0.0152374784370741	mouse vs. LB
GOCC:0005634	Nucleus	51	7	19	0.0154063916438509	mouse vs. LB
GO:0045005	DNA-templated DNA replication maintenance of fidelity	4	2	4	0.0154723171540124	mouse vs. LB
GO:0009225	Nucleotide-sugar metabolic process	25	9	19	0.0154723171540124	mouse vs. LB
CL:3931	Mixed, incl. Lipopolysaccharide biosynthetic process, and DNA catabolic process	50	7	17	0.0154723171540124	mouse vs. LB
CL:3929	Mixed, incl. Lipopolysaccharide biosynthetic process, and DNA integration	59	7	17	0.0154723171540124	mouse vs. LB
GO:0006526	Arginine biosynthetic process	12	8	29	0.0155162215467116	mouse vs. LB
GO:0006525	Arginine metabolic process	37	8	29	0.0155162215467116	mouse vs. LB
GO:0051234	Establishment of localization	1069	55	119	0.0155162215467116	mouse vs. LB
GO:0051179	Localization	1073	55	119	0.0155162215467116	mouse vs. LB
CL:607	DNA repair, and RNA-DNA hybrid ribonuclease activity	31	7	22	0.0155577596722127	mouse vs. LB
GO:0016814	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	25	7	17	0.0157629622948147	mouse vs. INOCULUM
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process	5	4	10	0.0158299542903454	mouse vs. LB
GO:0008948	Oxaloacetate decarboxylase activity	4	1	4	0.0160239511479216	LB vs. INOCULUM
GO:0006814	Sodium ion transport	30	1	4	0.0160239511479216	LB vs. INOCULUM
GO:0051716	Cellular response to stimulus	501	27	78	0.01606812691904	mouse vs. INOCULUM
KW-0315	Glutamine amidotransferase	21	5	9	0.0161470474467546	LB vs. INOCULUM
KW-0288	FMN	31	7	23	0.016220870781513	mouse vs. LB
GOCC:0009360	DNA polymerase III complex	8	6	12	0.0162568542008172	mouse vs. INOCULUM
GOCC:0042575	DNA polymerase complex	10	6	12	0.0162568542008172	mouse vs. INOCULUM
CL:846	De novo IMP biosynthetic process	10	8	18	0.0162762847543766	LB vs. INOCULUM
GO:0046394	Carboxylic acid biosynthetic process	282	95	309	0.0162762847543766	LB vs. INOCULUM
GO:0016053	Organic acid biosynthetic process	287	95	309	0.0162762847543766	LB vs. INOCULUM
CL:157	Structural constituent of ribosome	42	34	39	0.0163837932422174	mouse vs. INOCULUM
GOCC:0005840	Ribosome	52	37	40	0.0164456022754362	mouse vs. INOCULUM
GO:0140101	Catalytic activity, acting on a tRNA	75	29	47	0.0165560085908618	mouse vs. INOCULUM
GOCC:0005618	Cell wall	38	3	10	0.0167368764867994	mouse vs. LB
GO:0090150	Establishment of protein localization to membrane	13	7	10	0.0168030938408063	mouse vs. INOCULUM
GO:1901617	Organic hydroxy compound biosynthetic process	41	14	39	0.0170513470581153	mouse vs. LB
CL:3666	Mixed, incl. Cell septum, and TPR repeat	6	1	4	0.0175157414239556	mouse vs. INOCULUM
GO:0030554	Adenyl nucleotide binding	496	117	251	0.0175157414239556	mouse vs. INOCULUM
GO:0019438	Aromatic compound biosynthetic process	386	124	297	0.0175695309500156	mouse vs. INOCULUM
GO:0016741	Transferase activity, transferring one-carbon groups	135	18	42	0.017577647232452	mouse vs. LB
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	2	1	4	0.0176338028044259	mouse vs. INOCULUM
KW-0055	Arginine biosynthesis	11	7	25	0.0177495801983375	LB vs. INOCULUM
GO:0009435	NAD biosynthetic process	10	2	7	0.0178210298687214	LB vs. INOCULUM
GO:0006793	Phosphorus metabolic process	457	118	265	0.0178683536892726	mouse vs. INOCULUM
CL:1868	Pentose phosphate pathway, and Glycolysis	40	17	36	0.0181710737899887	mouse vs. LB
KW-0342	GTP-binding	32	12	27	0.0181932042780994	mouse vs. INOCULUM
GO:0005525	GTP binding	43	12	27	0.0181932042780994	mouse vs. INOCULUM
GO:0032561	Guanyl ribonucleotide binding	56	12	27	0.0181932042780994	mouse vs. INOCULUM
GO:0090079	Translation regulator activity, nucleic acid binding	24	7	19	0.0182066127960397	LB vs. INOCULUM
KW-0289	Folate biosynthesis	2	2	7	0.0183186043280321	mouse vs. LB
GO:0043039	tRNA aminoacylation	26	20	25	0.0183186043280321	mouse vs. LB
KW-0030	Aminoacyl-tRNA synthetase	26	20	25	0.0183186043280321	mouse vs. LB
GO:0043038	Amino acid activation	27	20	25	0.0183186043280321	mouse vs. LB
